city,vegetable,level_2,date,avg_price,total_volume,total_revenue,price_pct_ch,vol_pct_ch,rolling_vol,rolling_mean,rolling_std,rolling_z,price_anom,vol_drop,vol_rise,supply_risk,demand_spike,price_shock_any
Shenzhen,西红柿,43782,2021-11-04,5.03,1409,7087.27,0.6331168831168832,-0.4446196294836421,0.24113850262979775,2.8333333333333335,0.5116055412963005,4.293672545259726,True,True,False,True,False,True
Nanjing,茄子,25714,2020-05-21,8.11,1073,8702.03,0.5870841487279841,-0.32727272727272727,0.19438620234812753,5.324000000000001,0.6492361559609043,4.291196623017043,True,True,False,True,False,True
Wuhan,黄瓜,53109,2020-05-16,7.06,901,6361.06,0.6572769953051643,-0.5171489817792069,0.19337682171131115,4.890666666666666,0.5112320030275281,4.243344157811893,True,True,False,True,False,True
Beijing,黄瓜,6642,2019-03-08,7.3,950,6935.0,0.6666666666666667,-0.4010088272383354,0.19258983014393913,4.768333333333333,0.6062495408221986,4.175948180073189,True,True,False,True,False,True
Xi'an,黄瓜,60569,2019-10-17,4.42,1598,7063.16,0.6014492753623188,-0.3937784522003035,0.18263350890837296,2.5533333333333332,0.4489323221656676,4.158013523423289,True,True,False,True,False,True
Beijing,茄子,2912,2020-12-21,6.24,1110,6926.4,0.5757575757575759,-0.4356888662938485,0.18422878148063251,3.876666666666667,0.5702651127770267,4.144271287830639,True,True,False,True,False,True
Guangzhou,西红柿,20649,2021-07-10,7.31,1044,7631.64,0.6244444444444444,-0.42794520547945203,0.2117616494959865,4.7283333333333335,0.6274803655855685,4.114338564613793,True,True,False,True,False,True
Beijing,青椒,5665,2019-07-05,7.68,1115,8563.2,1.0317460317460316,-0.477751756440281,0.289542021749335,4.876666666666667,0.6894392190625603,4.06610656287448,True,True,False,True,False,True
Xi'an,菠菜,57295,2019-10-31,3.98,1648,6559.04,0.8773584905660377,-0.3764661369655694,0.27244968970335454,2.242,0.4312403921968395,4.0302347169898,True,True,False,True,False,True
Shenzhen,青椒,44927,2021-12-23,7.32,1312,9603.84,0.37593984962406024,-0.22687094873305835,0.15365616614671845,4.644666666666667,0.6657468366989834,4.018544566578215,True,True,False,True,False,True
Xi'an,土豆,54067,2019-12-30,3.53,985,3477.05,0.47698744769874457,-0.5293836598184425,0.15949805070165207,2.146333333333333,0.34498858885009687,4.0107606784289676,True,True,False,True,False,True
Shenzhen,茄子,41373,2021-04-01,7.93,866,6867.38,0.5104761904761905,-0.30048465266558966,0.15576648236235274,5.664333333333333,0.5668465907732565,3.996966204870327,True,True,False,True,False,True
Nanjing,茄子,25635,2020-03-03,8.08,1113,8993.04,0.6903765690376569,-0.33032490974729245,0.21502740464408268,5.4463333333333335,0.6612865377863563,3.982640680215288,True,True,False,True,False,True
Nanjing,茄子,26109,2021-06-20,7.05,1046,7374.3,0.4656964656964657,-0.3770101250744491,0.14962587909115369,5.127,0.48587745013708356,3.9577881201472764,True,True,False,True,False,True
Shanghai,青椒,37112,2021-08-02,7.66,1305,9996.3,0.7409090909090907,-0.38530381535562885,0.233981267372015,4.9543333333333335,0.6841187804373804,3.954966219370329,True,True,False,True,False,True
Chengdu,土豆,8033,2019-12-28,3.04,1553,4721.12,0.4545454545454546,-0.21087398373983735,0.18597983671001364,1.9713333333333334,0.2721781026097268,3.926350637395015,True,True,False,True,False,True
Shanghai,土豆,31406,2020-12-19,3.17,1488,4716.96,0.44748858447488593,-0.21228163049232396,0.1656286953536946,2.207,0.24683025019999963,3.901466693080399,True,True,False,True,False,True
Xi'an,茄子,56933,2021-11-03,4.92,1647,8103.24,0.7508896797153024,-0.4394145677331518,0.29640212287503587,2.8920000000000003,0.5207779326857747,3.894174220365147,True,True,False,True,False,True
Shenzhen,西红柿,43535,2021-03-02,7.4,1029,7614.6,0.380597014925373,-0.26394849785407726,0.13139821126743054,5.310666666666666,0.5387529235592631,3.8780918710012466,True,True,False,True,False,True
Beijing,白菜,2030,2021-07-23,3.47,1065,3695.55,0.570135746606335,-0.3401486988847584,0.16795153435021773,2.579333333333333,0.23044085684996446,3.8650553501741354,True,True,False,True,False,True
Wuhan,白菜,48172,2021-11-10,2.78,1360,3780.8,0.4183673469387754,-0.4359187059311489,0.16974466101003907,1.9756666666666665,0.21013433032612872,3.827710265547791,True,True,False,True,False,True
Chengdu,西红柿,12951,2021-06-14,7.09,1157,8203.13,0.5247311827956989,-0.29278728606356963,0.16578831263681737,4.879333333333333,0.5791368924787114,3.8171746531376933,True,True,False,True,False,True
Guangzhou,土豆,16317,2021-08-31,3.16,1409,4452.44,0.6458333333333335,-0.36128739800543974,0.22911838193749287,2.155333333333333,0.26478010829200915,3.7943434389666613,True,True,False,True,False,True
Xi'an,土豆,54673,2021-08-27,2.84,1319,3745.96,0.7317073170731707,-0.4425190194420964,0.2285023530609011,1.9,0.25182095445664915,3.7328108855286724,True,True,False,True,False,True
Chengdu,土豆,8733,2021-11-27,2.3,1596,3670.8,0.3855421686746987,-0.4275466284074605,0.19450138926975097,1.5603333333333331,0.1996632221989056,3.7045714204181617,True,True,False,True,False,True
Xi'an,白菜,55465,2020-10-27,2.35,1752,4117.2,0.8951612903225807,-0.46925174189639507,0.29907050074220287,1.4363333333333332,0.24690474686203454,3.700482385529856,True,True,False,True,False,True
Nanjing,青椒,28774,2019-10-06,5.32,1357,7219.24,0.5601173020527859,-0.3553444180522566,0.1867966015192855,3.4546666666666668,0.5090270186809076,3.664507511147753,True,True,False,True,False,True
Shenzhen,菠菜,42350,2020-12-03,4.03,1429,5758.87,0.6791666666666669,-0.4742457689477557,0.2823027695950211,2.552333333333334,0.4062671393378492,3.6371798838444773,True,True,False,True,False,True
Shenzhen,青椒,44229,2020-01-25,7.17,1004,7198.68,0.28035714285714297,-0.3202437373053487,0.09951128716417339,5.302666666666666,0.521244752447476,3.5824501341555437,True,True,False,True,False,True
Chengdu,黄瓜,14627,2020-01-15,5.05,1474,7443.7,0.3722826086956521,-0.24642126789366048,0.1463341968113127,3.5886666666666667,0.41028781599508485,3.561727344471861,True,True,False,True,False,True
Guangzhou,茄子,18281,2021-01-15,5.9,1333,7864.7,0.38823529411764723,-0.33648581383773024,0.20847920274937223,3.9766666666666666,0.549170743710122,3.50225017512688,True,True,False,True,False,True
Shanghai,黄瓜,37282,2019-01-19,6.89,1111,7654.79,0.6365795724465557,-0.3761931499157777,0.2106847651789035,4.073157894736842,0.8103912130129833,3.47590405723961,True,True,False,True,False,True
Shanghai,西红柿,36112,2021-11-06,4.63,1528,7074.64,0.7148148148148146,-0.5414165666266506,0.2458421033860384,3.0833333333333335,0.44649078712613155,3.4640505722903985,True,True,False,True,False,True
Nanjing,西红柿,27967,2020-07-21,5.61,1359,7623.99,0.46858638743455505,-0.4836626139817629,0.1589399444969246,4.189333333333333,0.4102390668305812,3.4630213978459743,True,True,False,True,False,True
Guangzhou,黄瓜,22667,2021-01-17,5.68,1236,7020.48,0.3653846153846152,-0.23562152133580705,0.14700555680312752,3.988666666666667,0.48978343795187385,3.4532268800390167,True,True,False,True,False,True
Shenzhen,白菜,39837,2020-01-17,3.13,901,2820.13,0.21317829457364335,-0.36459802538787023,0.10046592113669037,2.333,0.2315636502949607,3.4418182602701184,True,True,False,True,False,True
Wuhan,黄瓜,53627,2021-10-16,4.34,1568,6805.12,0.3436532507739938,-0.38292011019283745,0.12527065823585065,3.2063333333333333,0.3311472568920762,3.42345178186434,True,True,False,True,False,True
Guangzhou,白菜,16819,2020-01-15,2.72,1506,4096.32,0.3140096618357491,-0.23436705643111333,0.09931101938983275,1.9836666666666667,0.2151901057418647,3.4217806194891502,True,True,False,True,False,True
Beijing,白菜,1731,2020-09-27,2.4,1423,3415.2,0.39534883720930236,-0.27508914926133465,0.17615225394552841,1.7546666666666666,0.1893861833312582,3.407499543958659,True,True,False,True,False,True
Beijing,土豆,998,2021-09-25,2.55,2014,5135.7,0.3421052631578947,-0.20111067036890118,0.1357172267799201,1.899,0.1938956349209153,3.357476305567811,True,True,False,True,False,True
Wuhan,土豆,46387,2019-12-22,3.08,1553,4783.24,0.28333333333333344,-0.2547984644913628,0.12949791802206986,2.1423333333333336,0.2798359535862684,3.3507726746684843,True,True,False,True,False,True
Shanghai,西红柿,35451,2020-01-15,5.81,1424,8273.44,0.5329815303430079,-0.3153846153846154,0.219424447864873,4.160333333333333,0.49337321211916724,3.3436486338220837,True,True,False,True,False,True
Xi'an,白菜,55128,2019-11-25,2.23,1915,4270.45,0.23888888888888893,-0.24754420432220037,0.1771212656984694,1.5410000000000001,0.20708735454827693,3.3270983711338964,True,True,False,True,False,True
Nanjing,青椒,28836,2019-12-07,5.29,1950,10315.5,0.33249370277078083,-0.26774314682688694,0.12749748432326607,3.8703333333333334,0.43323548851148685,3.2768937548130372,True,True,False,True,False,True
Guangzhou,白菜,17474,2021-10-31,1.75,2647,4632.25,0.6055045871559632,-0.22398123717384932,0.24079234741002767,1.164,0.17924362153804724,3.2692934620025658,True,True,False,True,False,True
Beijing,青椒,5862,2020-01-18,6.31,1529,9647.99,0.27217741935483875,-0.20571428571428574,0.1487117140766643,4.6593333333333335,0.5068968019390828,3.25641562612391,True,True,False,True,False,True
Xi'an,西红柿,58751,2020-10-25,3.78,1759,6649.02,0.24752475247524752,-0.3404574428196475,0.1968676092688779,2.685333333333333,0.3419188584257227,3.201539311715,True,True,False,True,False,True
Wuhan,西红柿,50795,2020-01-15,5.57,1471,8193.47,0.27752293577981657,-0.34997790543526297,0.10537853651694531,4.396333333333333,0.3666482231515874,3.201070106322118,True,True,False,True,False,True
Beijing,黄瓜,7273,2020-11-28,4.11,1925,7911.75,0.32154340836012874,-0.21460628314973484,0.19479753504286051,2.991,0.3499196952209352,3.197876585064687,True,True,False,True,False,True
Chengdu,西红柿,12512,2020-04-01,6.47,1110,7181.7,0.2888446215139442,-0.3501170960187353,0.11116313480867833,5.325666666666667,0.3582975389767394,3.1938074054358014,True,True,False,True,False,True
Wuhan,茄子,48927,2020-12-04,4.48,1865,8355.2,0.44051446945337647,-0.24524484014569004,0.17766618976870685,3.3400000000000003,0.3585603397496252,3.1793811908925482,True,True,False,True,False,True
Guangzhou,黄瓜,22636,2020-12-17,4.32,1325,5724.0,0.3090909090909093,-0.46872493985565356,0.13879805256744582,3.2863333333333333,0.32581445252054414,3.1725623546472033,True,True,False,True,False,True
Guangzhou,土豆,15724,2020-01-16,3.44,1069,3677.36,0.12052117263843654,-0.2566063977746871,0.1484705025181401,2.4583333333333335,0.3105399450493642,3.161160689039918,True,True,False,True,False,True
Nanjing,茄子,25953,2021-01-15,5.99,1224,7331.76,0.3164835164835167,-0.2559270516717326,0.15639490194572758,4.391,0.5085228777954558,3.144401303894078,True,True,False,True,False,True
Shanghai,茄子,33281,2020-02-06,7.48,941,7038.68,0.5390946502057612,-0.502905441098785,0.18364523943289196,5.238666666666666,0.7140353190015247,3.1389670422291087,True,True,False,True,False,True
Nanjing,黄瓜,29606,2019-01-15,4.82,1382,6661.24,0.3062330623306233,-0.3336547733847638,0.11144303506617902,3.702,0.3564347265429035,3.1366191808626382,True,True,False,True,False,True
Shenzhen,土豆,38376,2019-01-17,3.18,1428,4541.04,0.33613445378151274,-0.3051094890510949,0.11486350509779243,2.440588235294118,0.237867362941916,3.1085044856970843,True,True,False,True,False,True
Nanjing,菠菜,27050,2021-01-16,4.24,1273,5397.52,0.0653266331658291,-0.22566909975669103,0.10373800431107222,3.039333333333333,0.38661156959811177,3.105614940377437,True,True,False,True,False,True
Wuhan,菠菜,49699,2020-01-15,4.35,1396,6072.6,0.22191011235955038,-0.20861678004535145,0.10586835973367796,3.2783333333333338,0.3452643498312137,3.103901886165085,True,True,False,True,False,True
Chengdu,茄子,10547,2020-11-14,4.38,1862,8155.56,0.4455445544554455,-0.3666666666666667,0.16480437677230625,3.3133333333333335,0.3456461548575434,3.086007616969697,True,True,False,True,False,True
Xi'an,西红柿,58835,2021-01-17,5.5,1332,7326.0,0.09126984126984117,-0.29635499207606975,0.0738885092949257,4.094666666666667,0.45540988232532453,3.085864817332676,True,True,False,True,False,True
Beijing,白菜,1786,2020-11-21,2.47,1459,3603.73,0.11764705882352944,-0.26867167919799495,0.0857670399140956,1.991,0.15526062626746417,3.085135050111398,True,True,False,True,False,True
Shanghai,西红柿,35413,2019-12-08,4.34,1905,8267.7,0.18904109589041096,-0.2108533554266777,0.13828890794445484,3.2646666666666664,0.350199286449701,3.0706325653458557,True,True,False,True,False,True
Chengdu,茄子,10927,2021-11-29,4.95,1544,7642.8,0.49096385542168686,-0.2874942316566682,0.18094841843545692,3.5853333333333333,0.4447450515964493,3.068424621630039,True,True,False,True,False,True
Nanjing,黄瓜,30412,2021-03-31,5.71,1099,6275.29,0.2774049217002237,-0.39281767955801106,0.0981205687188044,4.798333333333333,0.29731074343338815,3.066376465709266,True,True,False,True,False,True
Chengdu,茄子,10244,2020-01-16,5.91,1294,7647.54,0.29321663019693656,-0.3065380493033226,0.12062786486127047,4.292666666666666,0.5310687554248522,3.045431155217323,True,True,False,True,False,True
Nanjing,西红柿,27719,2019-11-16,4.13,1925,7950.25,0.5410447761194028,-0.4282744282744283,0.21108757266443998,3.1286666666666667,0.3304723196018041,3.0300066720863925,True,True,False,True,False,True
Xi'an,土豆,54449,2021-01-15,2.98,1481,4413.38,0.14615384615384608,-0.20290635091496234,0.07674901927104157,2.365333333333333,0.20304124488989403,3.027299537096469,True,True,False,True,False,True
Nanjing,菠菜,27049,2021-01-15,3.98,1644,6543.12,0.27564102564102555,-0.22708039492242593,0.10733560435342013,2.9783333333333335,0.33100769168406285,3.0261129630266357,True,True,False,True,False,True
Wuhan,土豆,46801,2021-02-08,4.26,1148,4890.48,0.2792792792792791,-0.23822163238221628,0.1365638247039386,3.301333333333333,0.317150386750666,3.0227510566472726,True,True,False,True,False,True
Shenzhen,西红柿,43123,2020-01-15,5.59,1318,7367.62,0.22857142857142865,-0.24383247274813535,0.1387738196710772,4.192333333333334,0.4626660621414322,3.020897318894797,True,True,False,True,False,True
Xi'an,土豆,54381,2020-11-08,2.18,1900,4142.0,0.2247191011235956,-0.20067311737484228,0.19437425011625398,1.6326666666666665,0.1818095504743395,3.0104762478392684,True,True,False,True,False,True
Shanghai,菠菜,34310,2019-12-01,3.37,1655,5577.35,0.47161572052401746,-0.39752457226064797,0.2339756094845849,2.398,0.32332752690603506,3.006239553128061,True,True,False,True,False,True
