city,vegetable,level_2,date,avg_price,total_volume,total_revenue,price_pct_ch,vol_pct_ch,rolling_vol,rolling_mean,rolling_std,rolling_z,price_anom,vol_drop,vol_rise,supply_risk,demand_spike,price_shock_any
Shenzhen,西红柿,43782,2021-11-04,5.03,1409,7087.27,0.6331168831168832,-0.4446196294836421,0.24113850262979775,2.8333333333333335,0.5116055412963005,4.293672545259726,True,True,False,True,False,True
Nanjing,茄子,25714,2020-05-21,8.11,1073,8702.03,0.5870841487279841,-0.32727272727272727,0.19438620234812753,5.324000000000001,0.6492361559609043,4.291196623017043,True,True,False,True,False,True
Xi'an,青椒,59959,2021-02-14,9.35,1042,9742.7,0.3609898107714702,-0.19349845201238391,0.12225310675505553,6.069,0.7657241332724598,4.284832954105881,True,False,False,False,False,True
Wuhan,黄瓜,53109,2020-05-16,7.06,901,6361.06,0.6572769953051643,-0.5171489817792069,0.19337682171131115,4.890666666666666,0.5112320030275281,4.243344157811893,True,True,False,True,False,True
Beijing,黄瓜,6642,2019-03-08,7.3,950,6935.0,0.6666666666666667,-0.4010088272383354,0.19258983014393913,4.768333333333333,0.6062495408221986,4.175948180073189,True,True,False,True,False,True
Xi'an,黄瓜,60569,2019-10-17,4.42,1598,7063.16,0.6014492753623188,-0.3937784522003035,0.18263350890837296,2.5533333333333332,0.4489323221656676,4.158013523423289,True,True,False,True,False,True
Beijing,茄子,2912,2020-12-21,6.24,1110,6926.4,0.5757575757575759,-0.4356888662938485,0.18422878148063251,3.876666666666667,0.5702651127770267,4.144271287830639,True,True,False,True,False,True
Guangzhou,西红柿,20649,2021-07-10,7.31,1044,7631.64,0.6244444444444444,-0.42794520547945203,0.2117616494959865,4.7283333333333335,0.6274803655855685,4.114338564613793,True,True,False,True,False,True
Beijing,青椒,5665,2019-07-05,7.68,1115,8563.2,1.0317460317460316,-0.477751756440281,0.289542021749335,4.876666666666667,0.6894392190625603,4.06610656287448,True,True,False,True,False,True
Xi'an,菠菜,57295,2019-10-31,3.98,1648,6559.04,0.8773584905660377,-0.3764661369655694,0.27244968970335454,2.242,0.4312403921968395,4.0302347169898,True,True,False,True,False,True
Shenzhen,青椒,44927,2021-12-23,7.32,1312,9603.84,0.37593984962406024,-0.22687094873305835,0.15365616614671845,4.644666666666667,0.6657468366989834,4.018544566578215,True,True,False,True,False,True
Xi'an,土豆,54067,2019-12-30,3.53,985,3477.05,0.47698744769874457,-0.5293836598184425,0.15949805070165207,2.146333333333333,0.34498858885009687,4.0107606784289676,True,True,False,True,False,True
Shenzhen,茄子,41373,2021-04-01,7.93,866,6867.38,0.5104761904761905,-0.30048465266558966,0.15576648236235274,5.664333333333333,0.5668465907732565,3.996966204870327,True,True,False,True,False,True
Nanjing,茄子,25635,2020-03-03,8.08,1113,8993.04,0.6903765690376569,-0.33032490974729245,0.21502740464408268,5.4463333333333335,0.6612865377863563,3.982640680215288,True,True,False,True,False,True
Nanjing,茄子,26109,2021-06-20,7.05,1046,7374.3,0.4656964656964657,-0.3770101250744491,0.14962587909115369,5.127,0.48587745013708356,3.9577881201472764,True,True,False,True,False,True
Shanghai,青椒,37112,2021-08-02,7.66,1305,9996.3,0.7409090909090907,-0.38530381535562885,0.233981267372015,4.9543333333333335,0.6841187804373804,3.954966219370329,True,True,False,True,False,True
Nanjing,白菜,24922,2021-03-21,4.09,1031,4216.79,0.22089552238805954,-0.031924882629107976,0.09429817758373597,3.106,0.24984960993809036,3.93836916633099,True,False,False,False,False,True
Xi'an,西红柿,58301,2019-08-02,2.28,3456,7879.68,-0.2738853503184714,0.4478424801005447,0.1156166312093919,3.7466666666666666,0.37325532846817866,-3.929392442127468,True,False,True,False,False,True
Chengdu,土豆,8033,2019-12-28,3.04,1553,4721.12,0.4545454545454546,-0.21087398373983735,0.18597983671001364,1.9713333333333334,0.2721781026097268,3.926350637395015,True,True,False,True,False,True
Shanghai,土豆,31406,2020-12-19,3.17,1488,4716.96,0.44748858447488593,-0.21228163049232396,0.1656286953536946,2.207,0.24683025019999963,3.901466693080399,True,True,False,True,False,True
Xi'an,茄子,56933,2021-11-03,4.92,1647,8103.24,0.7508896797153024,-0.4394145677331518,0.29640212287503587,2.8920000000000003,0.5207779326857747,3.894174220365147,True,True,False,True,False,True
Shenzhen,西红柿,43535,2021-03-02,7.4,1029,7614.6,0.380597014925373,-0.26394849785407726,0.13139821126743054,5.310666666666666,0.5387529235592631,3.8780918710012466,True,True,False,True,False,True
Beijing,白菜,2030,2021-07-23,3.47,1065,3695.55,0.570135746606335,-0.3401486988847584,0.16795153435021773,2.579333333333333,0.23044085684996446,3.8650553501741354,True,True,False,True,False,True
Wuhan,白菜,48172,2021-11-10,2.78,1360,3780.8,0.4183673469387754,-0.4359187059311489,0.16974466101003907,1.9756666666666665,0.21013433032612872,3.827710265547791,True,True,False,True,False,True
Chengdu,西红柿,12951,2021-06-14,7.09,1157,8203.13,0.5247311827956989,-0.29278728606356963,0.16578831263681737,4.879333333333333,0.5791368924787114,3.8171746531376933,True,True,False,True,False,True
Guangzhou,土豆,16317,2021-08-31,3.16,1409,4452.44,0.6458333333333335,-0.36128739800543974,0.22911838193749287,2.155333333333333,0.26478010829200915,3.7943434389666613,True,True,False,True,False,True
Chengdu,白菜,9656,2021-06-07,1.89,1972,3727.08,-0.1923076923076923,-0.05192307692307696,0.09023050526652948,2.516,0.16570851017624577,-3.777717869373114,True,False,False,False,False,True
Xi'an,土豆,54673,2021-08-27,2.84,1319,3745.96,0.7317073170731707,-0.4425190194420964,0.2285023530609011,1.9,0.25182095445664915,3.7328108855286724,True,True,False,True,False,True
Chengdu,土豆,8733,2021-11-27,2.3,1596,3670.8,0.3855421686746987,-0.4275466284074605,0.19450138926975097,1.5603333333333331,0.1996632221989056,3.7045714204181617,True,True,False,True,False,True
Xi'an,白菜,55465,2020-10-27,2.35,1752,4117.2,0.8951612903225807,-0.46925174189639507,0.29907050074220287,1.4363333333333332,0.24690474686203454,3.700482385529856,True,True,False,True,False,True
Xi'an,菠菜,57738,2021-01-16,4.77,1401,6682.77,0.23575129533678751,0.03471196454948311,0.11578067114600543,3.3586666666666667,0.38407733895513957,3.6746071433758223,True,False,False,False,False,True
Nanjing,青椒,28774,2019-10-06,5.32,1357,7219.24,0.5601173020527859,-0.3553444180522566,0.1867966015192855,3.4546666666666668,0.5090270186809076,3.664507511147753,True,True,False,True,False,True
Shenzhen,菠菜,42350,2020-12-03,4.03,1429,5758.87,0.6791666666666669,-0.4742457689477557,0.2823027695950211,2.552333333333334,0.4062671393378492,3.6371798838444773,True,True,False,True,False,True
Wuhan,茄子,48721,2020-05-12,3.86,2173,8387.78,-0.21384928716904283,0.2194163860830527,0.08691524509934181,5.117666666666667,0.34590893094248437,-3.6358317295825584,True,False,True,False,False,True
Chengdu,西红柿,12436,2020-01-16,5.89,1495,8805.55,0.25053078556263264,-0.12058823529411766,0.19716595037636886,4.107,0.4953657652475551,3.5993605636210235,True,False,False,False,False,True
Wuhan,黄瓜,53439,2021-04-11,6.75,1101,7431.75,0.3106796116504853,-0.14518633540372672,0.11722923392714625,5.239000000000001,0.4203147424949778,3.594925057900042,True,False,False,False,False,True
Xi'an,白菜,55546,2021-01-16,3.24,1328,4302.72,0.3012048192771084,-0.11289245156980632,0.13151336143257467,2.227,0.28183083700982925,3.59435472266887,True,False,False,False,False,True
Shenzhen,青椒,44229,2020-01-25,7.17,1004,7198.68,0.28035714285714297,-0.3202437373053487,0.09951128716417339,5.302666666666666,0.521244752447476,3.5824501341555437,True,True,False,True,False,True
Beijing,西红柿,5130,2021-01-16,5.93,1513,8972.09,0.26170212765957435,-0.00981675392670156,0.12081654312568355,4.023666666666667,0.5324276433491241,3.5804552170543658,True,False,False,False,False,True
Wuhan,青椒,51871,2019-12-26,5.65,1721,9723.65,0.4413265306122449,-0.1475978207033185,0.13889685254017725,4.126333333333333,0.42613324234315314,3.575563967477809,True,False,False,False,False,True
Chengdu,菠菜,11533,2020-07-27,1.9,2761,5245.9,-0.3929712460063898,0.5013594344752583,0.14686546946220347,2.9593333333333334,0.29663554014674526,-3.571161206136266,True,False,True,False,False,True
Chengdu,黄瓜,14627,2020-01-15,5.05,1474,7443.7,0.3722826086956521,-0.24642126789366048,0.1463341968113127,3.5886666666666667,0.41028781599508485,3.561727344471861,True,True,False,True,False,True
Guangzhou,茄子,18281,2021-01-15,5.9,1333,7864.7,0.38823529411764723,-0.33648581383773024,0.20847920274937223,3.9766666666666666,0.549170743710122,3.50225017512688,True,True,False,True,False,True
Shenzhen,菠菜,42394,2021-01-16,4.34,1514,6570.76,0.24712643678160906,-0.12788018433179726,0.11126304547275336,3.1883333333333335,0.32933667223400914,3.4969281096286577,True,False,False,False,False,True
Guangzhou,白菜,17467,2021-10-24,1.7,2262,3845.4,0.26865671641791034,-0.12765136907057462,0.1356938928263533,1.1256666666666666,0.16439404581327313,3.4936382914116577,True,False,False,False,False,True
Shanghai,黄瓜,37282,2019-01-19,6.89,1111,7654.79,0.6365795724465557,-0.3761931499157777,0.2106847651789035,4.073157894736842,0.8103912130129833,3.47590405723961,True,True,False,True,False,True
Chengdu,黄瓜,14993,2021-01-15,5.44,1399,7610.56,0.26511627906976765,-0.10262989095574082,0.17320575488903633,3.711666666666667,0.49803810499095474,3.470283329755909,True,False,False,False,False,True
Shanghai,西红柿,36112,2021-11-06,4.63,1528,7074.64,0.7148148148148146,-0.5414165666266506,0.2458421033860384,3.0833333333333335,0.44649078712613155,3.4640505722903985,True,True,False,True,False,True
Nanjing,西红柿,27967,2020-07-21,5.61,1359,7623.99,0.46858638743455505,-0.4836626139817629,0.1589399444969246,4.189333333333333,0.4102390668305812,3.4630213978459743,True,True,False,True,False,True
Guangzhou,黄瓜,22667,2021-01-17,5.68,1236,7020.48,0.3653846153846152,-0.23562152133580705,0.14700555680312752,3.988666666666667,0.48978343795187385,3.4532268800390167,True,True,False,True,False,True
Shenzhen,白菜,39837,2020-01-17,3.13,901,2820.13,0.21317829457364335,-0.36459802538787023,0.10046592113669037,2.333,0.2315636502949607,3.4418182602701184,True,True,False,True,False,True
Shenzhen,土豆,38961,2020-08-24,0.98,4072,3990.56,-0.43023255813953487,0.7483898668956634,0.18106447286932387,1.7143333333333333,0.213584891195815,-3.438133330602,True,False,True,False,False,True
Shanghai,西红柿,35646,2020-07-28,2.63,2959,7782.17,-0.2633053221288515,0.27873811581676744,0.12840085822328373,3.8073333333333332,0.34247510187209085,-3.4377194923006376,True,False,True,False,False,True
Wuhan,黄瓜,53627,2021-10-16,4.34,1568,6805.12,0.3436532507739938,-0.38292011019283745,0.12527065823585065,3.2063333333333333,0.3311472568920762,3.42345178186434,True,True,False,True,False,True
Guangzhou,白菜,16819,2020-01-15,2.72,1506,4096.32,0.3140096618357491,-0.23436705643111333,0.09931101938983275,1.9836666666666667,0.2151901057418647,3.4217806194891502,True,True,False,True,False,True
Guangzhou,菠菜,19228,2020-08-19,2.04,2931,5979.24,-0.27142857142857135,0.19779321618308132,0.12676100753612699,2.786666666666667,0.21843224047325907,-3.418298805382054,True,False,False,False,False,True
Beijing,白菜,1731,2020-09-27,2.4,1423,3415.2,0.39534883720930236,-0.27508914926133465,0.17615225394552841,1.7546666666666666,0.1893861833312582,3.407499543958659,True,True,False,True,False,True
Chengdu,土豆,7795,2019-05-04,3.53,1388,4899.64,0.2172413793103447,-0.14162028447742736,0.09191393286629788,2.9473333333333334,0.17118115698214892,3.4038014284915015,True,False,False,False,False,True
Guangzhou,青椒,21843,2021-10-16,5.25,1709,8972.25,0.3925729442970822,0.004112808460634554,0.18205772063485423,3.677333333333333,0.46338286347348673,3.3938817997671813,True,False,False,False,False,True
Nanjing,白菜,24857,2021-01-15,3.31,1243,4114.33,0.20363636363636362,0.013039934800326058,0.11135664797289935,2.5469999999999997,0.2269307960742666,3.3622585087583126,True,False,False,False,False,True
Beijing,土豆,998,2021-09-25,2.55,2014,5135.7,0.3421052631578947,-0.20111067036890118,0.1357172267799201,1.899,0.1938956349209153,3.357476305567811,True,True,False,True,False,True
Nanjing,西红柿,27780,2020-01-16,5.99,1484,8889.16,0.26906779661016955,-0.08620689655172409,0.10296005698580961,4.245,0.5199784478292446,3.3559083213638106,True,False,False,False,False,True
Wuhan,土豆,46387,2019-12-22,3.08,1553,4783.24,0.28333333333333344,-0.2547984644913628,0.12949791802206986,2.1423333333333336,0.2798359535862684,3.3507726746684843,True,True,False,True,False,True
Chengdu,青椒,14075,2021-07-12,3.14,2469,7752.66,-0.2991071428571429,0.23203592814371254,0.13994737744370633,4.614333333333334,0.4400445379757695,-3.350418437450338,True,False,True,False,False,True
Shanghai,西红柿,35451,2020-01-15,5.81,1424,8273.44,0.5329815303430079,-0.3153846153846154,0.219424447864873,4.160333333333333,0.49337321211916724,3.3436486338220837,True,True,False,True,False,True
Wuhan,青椒,52216,2020-12-05,4.93,2021,9963.53,0.24810126582278458,-0.05912476722532589,0.10601252439565027,4.001,0.27858447613750426,3.3347156054074665,True,False,False,False,False,True
Xi'an,白菜,55128,2019-11-25,2.23,1915,4270.45,0.23888888888888893,-0.24754420432220037,0.1771212656984694,1.5410000000000001,0.20708735454827693,3.3270983711338964,True,True,False,True,False,True
Nanjing,白菜,25022,2021-06-29,2.18,1857,4048.26,-0.18045112781954886,0.15556938394523967,0.08197652929487205,2.7716666666666665,0.17788185411388854,-3.3261777577821556,True,False,False,False,False,True
Guangzhou,青椒,21068,2019-09-02,2.36,4175,9853.0,-0.34078212290502796,0.4297945205479452,0.14492478476167597,3.7066666666666666,0.40507413824050276,-3.3244943074275373,True,False,True,False,False,True
Beijing,青椒,5807,2019-11-24,4.87,1980,9642.6,0.2782152230971129,-0.14174252275682708,0.1745463143549202,3.356666666666667,0.45549770682135404,3.322373111149079,True,False,False,False,False,True
Beijing,茄子,2822,2020-09-22,2.09,3592,7507.28,-0.2962962962962964,0.20375335120643423,0.12979193063476147,3.0733333333333333,0.29598850552401496,-3.3222010820739487,True,False,True,False,False,True
Nanjing,青椒,28836,2019-12-07,5.29,1950,10315.5,0.33249370277078083,-0.26774314682688694,0.12749748432326607,3.8703333333333334,0.43323548851148685,3.2768937548130372,True,True,False,True,False,True
Nanjing,白菜,25127,2021-10-12,1.52,2177,3309.04,-0.24,0.11412487205731825,0.13108215279528607,2.0066666666666664,0.14854079512407728,-3.2763165584252456,True,False,False,False,False,True
Guangzhou,白菜,17474,2021-10-31,1.75,2647,4632.25,0.6055045871559632,-0.22398123717384932,0.24079234741002767,1.164,0.17924362153804724,3.2692934620025658,True,True,False,True,False,True
Nanjing,茄子,25439,2019-08-20,2.32,4359,10112.88,-0.30952380952380953,0.6605714285714286,0.19213268103237227,3.525,0.36999301018560266,-3.2568182825819494,True,False,True,False,False,True
Beijing,青椒,5862,2020-01-18,6.31,1529,9647.99,0.27217741935483875,-0.20571428571428574,0.1487117140766643,4.6593333333333335,0.5068968019390828,3.25641562612391,True,True,False,True,False,True
Guangzhou,黄瓜,22153,2019-08-22,1.95,3826,7460.7,-0.375,0.7057512260365582,0.18260340996413735,3.092333333333334,0.3511133359937264,-3.253460396485039,True,False,True,False,False,True
Chengdu,茄子,10447,2020-08-06,2.86,3166,9054.76,-0.29729729729729737,0.5861723446893787,0.11127644597638205,3.9186666666666663,0.3267365630124426,-3.240123042569775,True,False,True,False,False,True
Guangzhou,青椒,20952,2019-05-09,4.58,1663,7616.54,-0.19789842381786338,-0.0486270022883295,0.08728122596605391,5.972333333333333,0.4300014701926228,-3.237973425322536,True,False,False,False,False,True
Nanjing,茄子,25365,2019-06-07,3.75,2120,7950.0,-0.2071881606765329,0.22119815668202758,0.0775660484374764,4.818666666666667,0.33008602152953687,-3.2375399046428277,True,False,True,False,False,True
Wuhan,菠菜,50195,2021-05-25,3.42,2110,7216.2,-0.06043956043956045,0.1368534482758621,0.0645116926325917,4.307666666666666,0.2741970513855198,-3.2373311900375286,True,False,False,False,False,True
Chengdu,土豆,8418,2021-01-16,3.19,1445,4609.55,0.17279411764705865,-0.18911335578002242,0.1631592189408719,2.2723333333333335,0.2841889043107237,3.22907282003986,True,False,False,False,False,True
Beijing,青椒,6027,2020-07-01,3.37,2599,8758.63,-0.26579520697167747,0.4422863485016648,0.10574250647660134,4.729666666666668,0.4221005218839307,-3.221191626577872,True,False,True,False,False,True
Guangzhou,白菜,16667,2019-08-16,1.15,3628,4172.2,-0.2857142857142858,0.3789433675408589,0.0960908173662044,1.6393333333333333,0.152268667579502,-3.2136180155240694,True,False,True,False,False,True
Beijing,茄子,2574,2020-01-18,5.99,1598,9572.02,0.14312977099236646,0.14634146341463405,0.13475482960252946,4.327,0.5175482652821413,3.2132268844402683,True,False,False,False,False,True
Chengdu,白菜,9515,2021-01-17,3.04,1417,4307.68,0.1692307692307693,-0.06034482758620685,0.1315338287534559,2.14,0.28033231511289614,3.210475394667039,True,False,False,False,False,True
Guangzhou,黄瓜,22261,2019-12-08,4.0,1701,6804.0,0.1049723756906078,0.0005882352941175562,0.07095266938285398,3.130666666666667,0.2713050622115456,3.204265066958039,True,False,False,False,False,True
Guangzhou,黄瓜,22305,2020-01-21,5.41,1215,6573.15,0.1559829059829061,-0.10066617320503335,0.10331240563379433,3.897,0.47234667280541726,3.2031558325875604,True,False,False,False,False,True
Xi'an,西红柿,58751,2020-10-25,3.78,1759,6649.02,0.24752475247524752,-0.3404574428196475,0.1968676092688779,2.685333333333333,0.3419188584257227,3.201539311715,True,True,False,True,False,True
Wuhan,西红柿,50795,2020-01-15,5.57,1471,8193.47,0.27752293577981657,-0.34997790543526297,0.10537853651694531,4.396333333333333,0.3666482231515874,3.201070106322118,True,True,False,True,False,True
Beijing,黄瓜,7273,2020-11-28,4.11,1925,7911.75,0.32154340836012874,-0.21460628314973484,0.19479753504286051,2.991,0.3499196952209352,3.197876585064687,True,True,False,True,False,True
Chengdu,西红柿,12512,2020-04-01,6.47,1110,7181.7,0.2888446215139442,-0.3501170960187353,0.11116313480867833,5.325666666666667,0.3582975389767394,3.1938074054358014,True,True,False,True,False,True
Shanghai,黄瓜,37625,2019-12-28,4.28,1831,7836.68,0.308868501529052,-0.06771894093686359,0.13608652210108163,3.3103333333333333,0.3038884020813497,3.1908643437043414,True,False,False,False,False,True
Guangzhou,黄瓜,22525,2020-08-28,2.05,3272,6707.6,-0.2704626334519574,0.5448536355051936,0.13536215665085857,3.0953333333333335,0.32786386297314557,-3.1883151862300667,True,False,True,False,False,True
Shenzhen,菠菜,41839,2019-07-11,2.38,2375,5652.5,-0.2676923076923077,0.5185421994884911,0.10839222152107507,3.0883333333333334,0.22247949666606676,-3.183813987122215,True,False,True,False,False,True
Shanghai,青椒,36636,2020-04-13,5.27,1490,7852.3,-0.15136876006441236,0.12622826908541196,0.06668943755951288,6.258666666666667,0.3108246354827401,-3.1807860568425474,True,False,False,False,False,True
Wuhan,茄子,48927,2020-12-04,4.48,1865,8355.2,0.44051446945337647,-0.24524484014569004,0.17766618976870685,3.3400000000000003,0.3585603397496252,3.1793811908925482,True,True,False,True,False,True
Shanghai,白菜,31969,2019-07-05,1.37,3423,4689.51,-0.24725274725274726,0.572347266881029,0.12281716248331026,2.0676666666666668,0.2197441040491651,-3.174905054611031,True,False,True,False,False,True
Wuhan,菠菜,50194,2021-05-24,3.64,1856,6755.84,-0.1875,0.33525179856115117,0.06417806960241434,4.347666666666667,0.22298420128564164,-3.1736179630060404,True,False,True,False,False,True
Guangzhou,黄瓜,22636,2020-12-17,4.32,1325,5724.0,0.3090909090909093,-0.46872493985565356,0.13879805256744582,3.2863333333333333,0.32581445252054414,3.1725623546472033,True,True,False,True,False,True
Wuhan,土豆,47030,2021-09-25,1.43,3476,4970.68,-0.3125,0.44773011245314454,0.17445977697621648,2.1226666666666665,0.21848906440449353,-3.170257827569428,True,False,True,False,False,True
Wuhan,西红柿,50796,2020-01-16,5.89,1234,7268.26,0.0574506283662477,-0.16111488783140726,0.10471487748043125,4.441999999999999,0.4568135513419473,3.1697833738651537,True,False,False,False,False,True
Chengdu,土豆,8174,2020-05-17,2.19,1778,3893.82,-0.2315789473684211,0.0921375921375922,0.10041230953822733,2.825,0.20035743921370586,-3.1693357755620672,True,False,False,False,False,True
Guangzhou,土豆,15724,2020-01-16,3.44,1069,3677.36,0.12052117263843654,-0.2566063977746871,0.1484705025181401,2.4583333333333335,0.3105399450493642,3.161160689039918,True,True,False,True,False,True
Beijing,西红柿,4938,2020-07-08,2.99,2857,8542.43,-0.07999999999999996,0.24109470026064295,0.08770085594278788,4.120333333333333,0.35765985896189734,-3.1603583824422152,True,False,True,False,False,True
Shanghai,茄子,33078,2019-07-18,2.85,2987,8512.95,-0.25196850393700787,0.38031423290203326,0.12142299438937817,4.123,0.4030500097318325,-3.1584169935809823,True,False,True,False,False,True
Guangzhou,茄子,18090,2020-07-08,3.13,2136,6685.68,-0.24213075060532685,-0.03653585926928282,0.11056573961490795,4.178,0.33187450889631287,-3.157820115456428,True,False,False,False,False,True
Xi'an,西红柿,59171,2021-12-19,4.34,2013,8736.42,0.16353887399463796,0.016666666666666607,0.1220692034128408,3.2486666666666664,0.34669606418242815,3.1478099871335266,True,False,False,False,False,True
Nanjing,茄子,25953,2021-01-15,5.99,1224,7331.76,0.3164835164835167,-0.2559270516717326,0.15639490194572758,4.391,0.5085228777954558,3.144401303894078,True,True,False,True,False,True
Shanghai,茄子,33085,2019-07-25,2.51,2907,7296.57,-0.2808022922636104,0.4652217741935485,0.1734905545571462,3.9623333333333335,0.46225596233325883,-3.141837967870901,True,False,True,False,False,True
Shanghai,茄子,33008,2019-05-09,4.33,1857,8040.81,-0.23901581722319865,0.33886085075702965,0.08863891634814651,5.3646666666666665,0.3293539478866273,-3.141503763066557,True,False,True,False,False,True
Shanghai,茄子,33281,2020-02-06,7.48,941,7038.68,0.5390946502057612,-0.502905441098785,0.18364523943289196,5.238666666666666,0.7140353190015247,3.1389670422291087,True,True,False,True,False,True
Shanghai,白菜,31871,2019-03-29,2.16,1746,3771.36,-0.18796992481203012,0.13597918022121025,0.0803586915474035,2.600666666666667,0.14039189811905511,-3.1388326005320684,True,False,False,False,False,True
Nanjing,黄瓜,29606,2019-01-15,4.82,1382,6661.24,0.3062330623306233,-0.3336547733847638,0.11144303506617902,3.702,0.3564347265429035,3.1366191808626382,True,True,False,True,False,True
Shanghai,黄瓜,38011,2021-01-17,5.09,1545,7864.05,0.09227467811158796,0.25609756097560976,0.10227582099136251,3.8016666666666667,0.4126122278541007,3.1223828242649336,True,False,True,False,True,True
Shenzhen,白菜,40503,2021-11-13,2.62,1551,4063.62,0.27184466019417486,-0.16970021413276226,0.10426861402942379,2.061,0.17971912952500943,3.1104090114247445,True,False,False,False,False,True
Shenzhen,土豆,38376,2019-01-17,3.18,1428,4541.04,0.33613445378151274,-0.3051094890510949,0.11486350509779243,2.440588235294118,0.237867362941916,3.1085044856970843,True,True,False,True,False,True
Nanjing,菠菜,26572,2019-09-26,1.06,6043,6405.58,-0.4207650273224044,1.1048415186346219,0.16912158935477112,1.9546666666666668,0.2878305695745055,-3.108310100588814,True,False,True,False,False,True
Nanjing,青椒,29077,2020-08-04,2.85,2535,7224.75,-0.35665914221218953,0.09173126614987082,0.1926136083321264,4.386333333333334,0.4944483748606351,-3.1071663118851665,True,False,False,False,False,True
Chengdu,白菜,9342,2020-07-28,1.24,2992,3710.08,-0.253012048192771,0.20402414486921527,0.1453981014500476,1.8763333333333334,0.20487983582198233,-3.105885607435941,True,False,True,False,False,True
Shenzhen,西红柿,43158,2020-02-19,3.88,2172,8427.36,-0.23015873015873023,0.39858338699291695,0.12468598692933527,5.270666666666667,0.44776019854637306,-3.1058291272457534,True,False,True,False,False,True
Nanjing,菠菜,27050,2021-01-16,4.24,1273,5397.52,0.0653266331658291,-0.22566909975669103,0.10373800431107222,3.039333333333333,0.38661156959811177,3.105614940377437,True,True,False,True,False,True
Wuhan,菠菜,49699,2020-01-15,4.35,1396,6072.6,0.22191011235955038,-0.20861678004535145,0.10586835973367796,3.2783333333333338,0.3452643498312137,3.103901886165085,True,True,False,True,False,True
Guangzhou,菠菜,19226,2020-08-17,2.27,2485,5640.95,-0.20629370629370625,0.13366788321167888,0.07911239121371959,2.829,0.1802938214941691,-3.1004944893138164,True,False,False,False,False,True
Wuhan,青椒,52067,2020-07-09,3.81,2499,9521.19,-0.29574861367837335,0.7069672131147542,0.12069884999514587,4.921333333333333,0.3586058573413566,-3.0990384305838483,True,False,True,False,False,True
Wuhan,土豆,47086,2021-11-20,2.78,1606,4464.68,0.18297872340425525,-0.024893746205221667,0.13244273004274684,2.205,0.18572783201822832,3.095928024096928,True,False,False,False,False,True
Shanghai,白菜,32686,2021-06-21,1.55,3098,4801.9,-0.17112299465240643,0.4851390220517737,0.1179007759415322,2.087333333333333,0.17399828245949853,-3.088153088283545,True,False,True,False,False,True
Guangzhou,茄子,18471,2021-07-24,2.66,2531,6732.46,-0.16874999999999996,-0.05735567970204847,0.09943449075204579,3.639333333333333,0.3173264753436568,-3.0862011506374905,True,False,False,False,False,True
Chengdu,茄子,10547,2020-11-14,4.38,1862,8155.56,0.4455445544554455,-0.3666666666666667,0.16480437677230625,3.3133333333333335,0.3456461548575434,3.086007616969697,True,True,False,True,False,True
